,student_id,age,gender,family_income,internet_access,study_hours_per_day,attendance_rate,assignment_delay_days,travel_time_minutes,part_time_job,scholarship,stress_index,gpa,semester_gpa,cgpa,semester,department,parental_education,dropout
3653,9032,20.5,Female,46222.0,Yes,3.52,69.0,2,33.5,No,Yes,7.3,1.25,1.65,1.61,Year 3,Business,High School,1
3654,1552,20.6,Male,33677.0,Yes,5.64,82.5,2,27.6,Yes,No,6.8,4.0,3.64,3.56,Year 3,Business,Bachelor,0
3655,7770,23.6,Female,25641.0,Yes,2.51,98.9,1,20.4,Yes,Yes,4.1,0.98,0.68,0.68,Year 3,Science,Master,1
3656,9909,23.3,Male,25000.0,Yes,2.34,95.0,0,45.8,No,Yes,5.1,2.81,2.85,2.81,Year 2,Engineering,High School,0
3658,3902,20.7,Male,25000.0,Yes,4.37,77.0,2,21.6,No,No,5.4,0.82,0.4,0.48,Year 2,CS,Bachelor,0
3659,3011,20.8,Female,66526.0,Yes,3.43,82.5,1,33.9,No,No,6.0,4.0,3.7,3.67,Year 3,Arts,PhD,0
3660,5042,17.3,Male,30684.0,Yes,2.49,91.0,2,48.7,No,No,5.6,2.21,2.14,2.16,Year 2,Business,High School,0
3661,8826,18.0,Female,33242.0,Yes,3.5,78.4,3,21.7,No,Yes,5.1,2.78,2.73,2.73,Year 1,Business,Master,0
3662,2251,20.7,Female,43484.0,Yes,6.2,72.8,2,50.7,No,No,6.7,1.23,1.13,1.09,Year 4,Engineering,Bachelor,1
3663,6534,23.8,Male,25000.0,Yes,2.1,98.5,0,36.1,Yes,No,8.5,2.88,2.73,2.66,Year 4,CS,Master,1
3664,5040,21.8,Male,25000.0,Yes,4.26,84.7,1,12.2,No,No,7.8,2.15,2.24,2.23,Year 4,CS,Bachelor,0
3665,2347,19.9,Female,46529.0,Yes,3.49,87.1,1,35.9,No,Yes,4.5,3.5,3.64,3.64,Year 1,Business,Master,0
3666,9283,19.1,Female,25000.0,Yes,3.41,62.7,2,41.9,No,Yes,3.8,2.57,3.1,3.15,Year 2,Business,High School,0
3667,5486,22.6,Male,25000.0,Yes,4.14,82.6,3,38.0,Yes,Yes,8.0,1.53,1.44,1.44,Year 1,CS,High School,1
3668,2785,19.9,Female,25000.0,Yes,2.59,79.7,1,44.4,Yes,Yes,5.1,1.87,2.3,2.3,Year 1,CS,Bachelor,0
3669,5120,22.8,Female,27253.0,No,3.2,75.2,3,19.0,No,Yes,4.9,3.0,3.1,3.1,Year 1,Arts,Bachelor,0
3670,7551,21.8,Female,27490.0,Yes,3.92,81.2,4,5.0,No,No,5.9,1.52,1.43,1.45,Year 3,Engineering,High School,0
3671,5556,17.8,Female,25000.0,Yes,2.44,82.8,4,43.8,No,No,6.2,0.89,1.23,1.22,Year 2,Science,Bachelor,1
3672,5600,22.0,Female,25000.0,Yes,1.71,95.6,2,7.4,No,No,4.0,2.18,1.42,1.41,Year 4,Engineering,High School,0
3673,7631,23.4,Female,30758.0,No,4.63,91.2,3,30.7,No,No,4.9,2.02,2.13,2.13,Year 1,Engineering,High School,0
3674,151,21.6,Male,25000.0,Yes,4.1,83.7,0,37.3,Yes,Yes,7.2,2.21,2.55,2.53,Year 4,CS,High School,0
3675,2805,20.8,Female,25000.0,Yes,4.67,80.9,2,26.4,No,Yes,4.3,3.68,3.56,3.66,Year 4,Engineering,Master,0
3676,5875,23.8,Male,25000.0,Yes,2.18,84.2,2,18.1,No,Yes,8.9,0.71,0.81,0.75,Year 3,Engineering,Bachelor,1
3677,2087,19.9,Male,25000.0,Yes,2.29,96.1,0,32.6,No,No,6.4,3.44,3.8,3.8,Year 1,Arts,Bachelor,0
3678,3752,21.7,Male,25000.0,Yes,3.81,81.6,0,42.1,Yes,No,9.0,2.94,3.42,3.42,Year 3,Arts,Master,1
3679,5613,23.3,Female,34281.0,Yes,5.81,88.5,3,18.6,Yes,Yes,4.0,3.83,3.44,3.44,Year 1,Business,Bachelor,0
3680,2260,21.4,Male,49153.0,Yes,3.27,83.5,3,5.7,Yes,Yes,1.4,4.0,3.94,3.88,Year 3,Arts,Bachelor,0
3681,4018,22.5,Male,25000.0,Yes,2.54,86.5,3,34.5,No,No,5.1,1.85,1.84,1.84,Year 3,Engineering,Bachelor,0
3682,6114,19.1,Male,28674.0,Yes,4.22,83.7,1,10.3,No,No,6.7,2.53,3.12,3.15,Year 3,Engineering,Master,0
3683,6059,26.8,Male,25000.0,Yes,5.1,85.4,2,28.0,No,No,3.5,4.0,3.28,3.28,Year 1,Business,Bachelor,0
3684,2425,17.6,Male,25000.0,Yes,3.02,75.3,2,30.0,Yes,No,7.7,2.56,2.2,2.23,Year 3,Arts,Master,0
3685,8035,20.3,Male,25000.0,Yes,3.15,94.5,2,39.5,Yes,No,6.2,2.91,2.58,2.55,Year 4,Science,Bachelor,0
3686,3857,17.9,Female,26583.0,Yes,3.77,87.6,3,16.5,No,No,4.8,2.64,2.83,2.85,Year 2,Engineering,High School,0
3687,860,22.4,Male,31011.0,Yes,3.09,86.1,1,33.5,Yes,No,5.1,0.71,0.35,0.35,Year 1,Science,Bachelor,0
3689,7592,22.3,Male,57090.0,Yes,3.27,80.4,1,39.9,No,No,7.5,2.4,2.54,2.57,Year 2,Science,High School,1
3690,8098,23.6,Male,35640.0,Yes,4.76,73.1,0,29.9,Yes,No,4.2,3.02,3.37,3.3,Year 4,CS,Bachelor,0
3691,7321,22.4,Male,70940.0,Yes,4.53,74.2,2,37.0,Yes,No,7.0,2.49,2.81,2.8,Year 2,Arts,High School,0
3692,8564,21.5,Male,40965.0,No,5.62,87.2,1,26.5,No,Yes,7.8,0.92,0.98,0.98,Year 4,Arts,Bachelor,1
3693,4740,22.5,Male,31046.0,Yes,1.84,83.8,2,27.4,Yes,Yes,7.5,2.31,2.23,2.2,Year 3,CS,Unknown,1
3694,8595,20.8,Female,34466.0,Yes,3.79,67.9,2,24.8,No,No,7.5,1.37,1.18,1.18,Year 1,Business,High School,1
3695,4463,22.9,Female,25000.0,Yes,5.71,78.6,4,42.3,Yes,No,3.7,2.74,3.09,3.09,Year 3,Science,Master,0
3696,5529,20.6,Female,25000.0,Yes,1.34,84.4,0,38.0,No,Yes,3.0,2.04,2.38,2.38,Year 1,Science,Bachelor,0
3697,1365,23.6,Female,25000.0,Yes,3.77,90.7,4,16.7,No,No,4.2,4.0,3.77,3.77,Year 4,Business,Master,0
3698,1780,19.5,Male,25000.0,No,1.86,70.6,4,21.0,No,Yes,6.6,2.07,2.07,2.16,Year 4,Business,Unknown,1
3699,9222,20.6,Male,69640.0,Yes,5.88,89.8,2,56.4,No,No,7.7,1.68,1.89,1.92,Year 3,CS,Bachelor,0
3700,4786,20.3,Male,38717.0,Yes,3.48,97.4,1,9.7,No,No,6.8,2.26,2.09,2.01,Year 4,Arts,Bachelor,0
3701,6335,20.7,Male,29366.0,No,1.66,80.0,1,37.5,Yes,No,8.4,0.4,0.07,0.02,Year 4,Arts,High School,0
3702,1819,20.5,Male,25332.0,Yes,5.36,77.1,6,37.5,No,No,3.9,3.2,3.61,3.61,Year 3,Engineering,High School,1
3703,7800,17.0,Female,25000.0,Yes,5.55,69.2,1,33.9,Yes,Yes,5.1,2.57,2.59,2.59,Year 1,Arts,Bachelor,0
3704,4938,23.7,Male,46762.0,Yes,3.25,88.2,0,14.6,Yes,No,6.4,1.01,1.46,1.46,Year 1,Arts,High School,1
3705,2705,21.5,Female,25000.0,Yes,4.01,85.4,0,34.2,Yes,Yes,4.4,4.0,3.88,3.82,Year 4,Engineering,Bachelor,0
3706,5286,21.9,Male,25000.0,No,4.04,85.0,1,20.8,No,No,2.4,4.0,3.79,3.81,Year 3,Engineering,High School,0
3707,176,22.8,Male,54974.0,No,3.98,84.9,1,35.6,No,No,2.9,2.24,2.68,2.68,Year 1,Science,Master,0
3708,7482,21.7,Female,34836.0,No,1.8,77.1,2,24.4,No,No,7.9,0.0,0.34,0.23,Year 3,Engineering,Bachelor,1
3709,2094,18.5,Female,25000.0,Yes,3.26,86.7,4,5.0,No,No,9.3,2.54,2.27,2.25,Year 2,Science,Bachelor,0
3710,8751,22.9,Male,25000.0,Yes,2.88,90.9,1,38.5,No,No,3.4,1.61,1.74,1.74,Year 1,Business,Bachelor,0
3711,3492,20.5,Male,25000.0,Yes,4.06,91.9,1,17.4,No,Yes,8.7,2.05,2.1,2.07,Year 3,Engineering,High School,0
3713,83,24.3,Male,25000.0,Yes,5.56,82.4,2,32.7,No,Yes,5.4,0.83,0.86,0.89,Year 3,Engineering,Bachelor,0
3714,817,21.6,Female,31572.0,Yes,4.07,84.6,3,51.2,Yes,No,7.2,1.69,1.91,1.92,Year 4,Engineering,High School,1
3715,8602,19.3,Female,25000.0,Yes,4.01,83.8,4,25.0,No,No,4.4,2.67,2.53,2.53,Year 1,Arts,Bachelor,0
3716,7355,23.9,Male,35472.0,Yes,5.67,79.7,1,28.4,No,No,4.4,1.79,1.68,1.68,Year 1,Engineering,Unknown,0
3717,4397,19.0,Female,25000.0,Yes,5.88,81.3,2,23.4,Yes,No,4.8,2.9,2.3,2.28,Year 3,Arts,High School,0
3718,9182,20.1,Female,25000.0,Yes,5.51,74.8,1,39.7,No,No,5.4,2.45,2.55,2.55,Year 1,Science,Master,0
3719,5569,21.6,Male,57727.0,Yes,4.03,88.9,5,47.8,No,Yes,4.5,1.9,1.53,1.5,Year 4,Arts,Bachelor,1
3720,284,18.3,Female,37185.0,Yes,5.61,94.1,0,10.0,No,No,6.5,2.88,3.3,3.27,Year 3,Engineering,Bachelor,0
3721,4121,19.7,Female,25000.0,Yes,5.28,98.6,1,30.8,No,Yes,5.6,4.0,3.85,3.79,Year 4,Arts,High School,0
3722,7481,20.5,Male,40465.0,Yes,4.42,86.8,4,9.2,Yes,Yes,5.8,2.59,2.99,2.95,Year 2,Arts,High School,0
3723,610,24.3,Female,31509.0,Yes,2.05,93.7,3,39.9,No,No,3.3,1.3,1.35,1.35,Year 1,Engineering,Bachelor,0
3724,2916,25.1,Female,32370.0,Yes,3.65,67.3,1,24.6,No,No,8.1,1.53,1.56,1.57,Year 3,Arts,Bachelor,1
3725,1814,23.0,Female,35200.0,Yes,4.88,92.4,0,42.3,No,Yes,6.3,3.33,3.49,3.49,Year 1,Engineering,High School,0
3726,1272,22.3,Female,38609.0,Yes,1.56,64.1,1,36.9,Yes,No,4.7,2.24,2.21,2.21,Year 1,CS,Bachelor,0
3727,5925,17.1,Male,25000.0,Yes,2.77,86.2,2,25.4,No,Yes,3.4,4.0,4.0,3.98,Year 3,CS,High School,0
3728,9596,20.0,Male,38470.0,Yes,3.9,72.6,4,29.3,Yes,No,8.2,0.33,0.24,0.21,Year 2,Arts,Master,0
3729,2995,18.9,Male,25000.0,Yes,3.83,82.3,1,22.4,No,No,7.0,1.96,1.61,1.61,Year 1,CS,High School,0
3730,7110,21.8,Female,32592.0,Yes,4.56,69.1,2,38.8,Yes,No,6.9,0.0,0.0,0.0,Year 3,Science,High School,1
3731,8614,20.6,Female,25000.0,Yes,3.86,88.8,0,25.1,No,Yes,6.0,2.39,2.04,2.04,Year 1,Science,Bachelor,0
3732,7357,21.7,Female,26610.0,Yes,6.32,92.4,2,28.7,No,No,5.5,1.75,2.13,2.15,Year 3,Science,Bachelor,0
3733,2643,19.1,Female,25000.0,Yes,3.54,78.4,2,30.4,No,Yes,3.6,3.99,3.78,3.73,Year 3,Arts,Bachelor,0
3734,6554,19.4,Female,30786.0,Yes,5.42,95.1,1,32.6,Yes,Yes,6.5,3.02,2.55,2.68,Year 2,Business,High School,0
3735,4509,22.4,Male,33445.0,Yes,3.35,80.2,1,41.3,No,Yes,5.4,4.0,3.86,3.91,Year 2,CS,High School,0
3736,2306,27.8,Male,25700.0,Yes,3.85,79.5,1,28.9,Yes,Yes,4.1,3.44,3.71,3.71,Year 1,CS,High School,0
3737,6503,22.0,Female,53218.0,Yes,3.05,78.6,0,13.8,No,No,7.9,2.07,1.88,1.95,Year 2,Engineering,PhD,0
3738,6261,24.1,Male,26024.0,Yes,2.81,84.7,3,16.6,No,No,6.6,1.85,2.09,2.08,Year 2,Business,PhD,1
3740,5563,19.6,Male,40592.0,Yes,3.27,82.4,1,23.6,No,No,7.4,2.97,3.2,3.05,Year 3,Arts,Bachelor,0
3741,4841,19.2,Male,53567.0,Yes,4.36,100.0,2,45.1,Yes,No,8.5,1.76,1.69,1.69,Year 1,Arts,High School,1
3742,4656,25.7,Male,28035.0,Yes,3.75,90.8,2,38.4,No,No,8.1,1.44,1.41,1.45,Year 4,CS,High School,0
3743,8148,24.7,Female,44282.0,Yes,3.79,71.4,0,38.7,No,No,6.1,1.95,1.67,1.67,Year 1,Science,Bachelor,0
3745,3850,17.8,Female,25000.0,Yes,5.04,89.4,1,35.2,No,Yes,6.3,3.96,3.89,3.83,Year 3,CS,Master,0
3746,9848,21.6,Female,33768.0,Yes,5.31,83.3,2,31.0,No,Yes,9.2,1.93,2.15,2.16,Year 2,Business,High School,0
3747,8402,23.6,Female,25000.0,Yes,5.72,74.6,5,26.4,Yes,Yes,3.2,1.91,1.7,1.71,Year 4,Arts,High School,0
3748,5254,17.7,Female,25000.0,Yes,6.44,80.1,1,42.6,No,No,4.8,3.38,3.48,3.48,Year 1,Engineering,Bachelor,0
3749,7885,21.3,Male,38479.0,Yes,3.42,75.7,1,25.2,Yes,No,9.1,1.11,0.77,0.82,Year 2,Science,Master,1
3750,5534,21.5,Female,26217.0,Yes,4.72,87.4,1,29.3,No,No,3.7,1.29,1.17,1.25,Year 4,CS,High School,0
3751,2415,23.2,Male,28082.0,Yes,4.65,82.8,3,31.6,Yes,Yes,6.3,3.89,3.79,3.81,Year 4,Engineering,Bachelor,0
3753,4692,21.5,Female,25000.0,Yes,4.44,96.7,1,15.3,Yes,Yes,4.4,2.21,1.96,1.98,Year 3,Science,PhD,0
3754,4499,17.0,Female,25000.0,Yes,5.61,65.4,1,28.5,Yes,Yes,5.0,2.39,2.2,2.23,Year 3,Engineering,High School,1
3755,2196,19.5,Female,38904.0,Yes,6.88,76.0,1,30.3,No,No,3.4,3.99,3.32,3.32,Year 1,Arts,Bachelor,0
3756,5046,23.4,Female,25000.0,Yes,3.89,81.9,3,16.5,Yes,No,5.2,2.47,2.23,2.2,Year 2,CS,Bachelor,0
3757,2601,17.0,Male,40617.0,Yes,4.54,83.5,0,26.4,No,Yes,5.3,1.54,1.56,1.56,Year 3,Business,Bachelor,0
3759,4765,18.8,Female,25000.0,Yes,5.17,82.1,1,31.8,Yes,No,7.6,3.06,3.06,3.1,Year 2,CS,Bachelor,0
3760,4315,20.1,Female,43502.0,Yes,4.99,85.6,0,31.3,No,No,5.7,2.48,2.24,2.25,Year 3,CS,PhD,0
3761,3367,19.8,Female,31934.0,Yes,4.28,85.3,2,40.6,Yes,No,6.6,1.66,1.37,1.42,Year 4,CS,Bachelor,0
3763,6583,20.4,Female,25000.0,No,2.89,93.5,4,20.8,Yes,No,5.3,1.87,1.8,1.85,Year 2,CS,Master,1
3764,2634,21.7,Male,36046.0,Yes,4.21,85.8,2,5.0,No,No,6.0,2.23,1.99,1.98,Year 4,Business,Bachelor,0
3765,7338,17.2,Female,27040.0,Yes,1.98,93.2,2,37.9,No,No,4.5,2.34,2.14,2.14,Year 1,Business,Master,1
3766,5634,21.7,Male,58857.0,Yes,5.15,78.5,3,20.9,Yes,No,3.6,2.97,2.94,3.0,Year 2,Science,Master,1
3767,9169,21.6,Female,28341.0,Yes,4.6,77.6,2,12.4,Yes,Yes,3.0,2.12,2.49,2.5,Year 2,Arts,Bachelor,0
3768,8790,19.4,Female,25000.0,Yes,4.04,86.8,2,21.6,Yes,Yes,4.8,3.09,3.15,3.15,Year 1,Business,High School,0
3769,2435,21.5,Male,29636.0,Yes,5.24,79.6,1,40.6,No,No,2.9,3.83,3.85,3.76,Year 3,Arts,Bachelor,0
3770,8278,22.7,Male,25000.0,Yes,4.81,80.2,4,46.8,No,Yes,4.5,1.82,1.95,1.95,Year 1,Engineering,High School,0
3771,6759,25.5,Male,40608.0,Yes,5.04,85.9,1,48.1,No,Yes,4.2,2.61,2.52,2.46,Year 3,CS,Master,0
3772,6612,23.1,Male,40356.0,Yes,6.38,69.6,2,34.2,Yes,No,6.8,3.03,3.02,3.11,Year 2,CS,High School,0
3774,5588,17.0,Male,38515.0,Yes,5.78,84.6,1,21.4,Yes,Yes,3.8,1.46,1.86,1.79,Year 3,Science,Bachelor,1
3775,3546,21.7,Male,25000.0,Yes,4.02,96.6,1,40.4,No,No,3.3,1.97,2.08,2.04,Year 4,Engineering,High School,0
3776,5966,21.3,Female,37653.0,Yes,3.43,81.3,3,28.2,No,No,4.3,2.61,2.26,2.26,Year 2,Engineering,Bachelor,0
3777,5993,18.8,Male,25000.0,Yes,4.9,77.2,1,19.3,Yes,Yes,3.4,3.64,3.55,3.52,Year 2,CS,Bachelor,0
3778,8806,17.0,Female,29618.0,Yes,4.97,88.4,1,15.6,No,No,5.6,2.36,2.38,2.4,Year 2,Arts,High School,0
3779,5532,19.4,Male,25000.0,Yes,6.3,87.6,3,31.9,Yes,No,7.0,2.47,2.24,2.15,Year 2,Science,Master,0
3781,518,18.8,Female,25000.0,Yes,2.94,82.0,4,26.1,Yes,No,4.0,1.18,1.59,1.57,Year 4,CS,Unknown,1
3782,6111,23.3,Female,25000.0,Yes,4.05,79.8,0,40.6,Yes,Yes,6.0,1.69,1.82,1.75,Year 3,Science,High School,1
3783,6865,21.0,Male,25000.0,Yes,4.18,87.8,1,31.0,Yes,Yes,5.4,3.35,3.41,3.46,Year 3,Business,Master,0
3784,7961,19.6,Female,25000.0,Yes,4.1,73.4,3,7.2,No,No,6.6,1.45,1.46,1.47,Year 3,Engineering,Unknown,0
3785,1416,23.0,Male,25000.0,Yes,3.26,78.3,3,31.5,Yes,No,6.2,2.45,2.53,2.51,Year 4,Business,Bachelor,0
3786,4665,22.6,Male,58250.0,Yes,3.6,100.0,0,31.3,No,No,5.5,3.33,3.35,3.35,Year 1,Engineering,Bachelor,0
3787,4457,18.5,Male,25000.0,Yes,5.16,86.2,0,21.5,Yes,Yes,5.3,2.68,2.99,3.05,Year 4,CS,PhD,0
3788,2762,19.2,Male,47178.0,Yes,2.27,93.3,1,29.5,Yes,No,8.1,2.54,2.55,2.54,Year 4,Engineering,Bachelor,0
3789,4856,26.2,Female,25000.0,Yes,3.44,69.1,0,38.7,No,No,5.0,1.0,0.68,0.68,Year 1,Arts,Unknown,0
3790,128,19.8,Female,66695.0,Yes,5.37,81.2,0,28.3,No,No,1.3,3.86,4.0,4.0,Year 1,Science,Bachelor,0
3791,3475,19.4,Female,25000.0,No,6.36,84.3,3,34.4,No,Yes,4.0,3.79,3.5,3.5,Year 1,Business,Master,0
3792,7970,23.5,Male,25000.0,No,5.6,73.7,1,13.9,No,No,5.5,1.65,1.51,1.51,Year 1,Arts,High School,1
3793,4311,21.1,Male,32587.0,Yes,4.22,87.3,3,17.9,No,No,2.9,2.89,2.98,2.99,Year 3,CS,High School,0
3794,2439,20.0,Male,25000.0,Yes,4.89,77.9,0,32.5,Yes,Yes,4.6,3.36,3.65,3.65,Year 3,Arts,Unknown,0
3795,3766,21.0,Male,31322.0,No,4.79,72.2,1,22.2,No,Yes,7.9,0.65,1.48,1.48,Year 2,Business,Bachelor,1
3796,6877,22.2,Female,25000.0,Yes,5.56,85.6,4,56.4,Yes,Yes,6.6,1.92,2.05,1.97,Year 2,Business,Bachelor,0
3797,5897,17.5,Male,25000.0,Yes,3.24,76.8,0,36.3,No,No,6.4,1.43,1.44,1.44,Year 2,Business,Bachelor,0
3798,5841,21.8,Male,25000.0,Yes,3.69,82.1,2,28.7,No,No,6.4,1.79,1.6,1.53,Year 3,CS,Bachelor,1
3799,8843,20.8,Male,25000.0,Yes,4.78,86.3,3,40.3,Yes,Yes,5.2,4.0,3.49,3.48,Year 3,Arts,Master,0
3800,9771,17.0,Male,36078.0,Yes,4.09,83.5,1,37.5,No,No,5.2,4.0,4.0,4.0,Year 2,Science,Bachelor,1
3801,1474,21.0,Female,42396.0,Yes,3.78,82.7,4,10.0,No,No,5.6,3.08,2.81,2.76,Year 3,Science,Unknown,0
3802,4822,20.6,Female,42980.0,Yes,2.94,78.9,4,45.8,No,No,6.2,1.65,1.53,1.56,Year 4,Science,Bachelor,1
3803,6916,18.2,Female,26532.0,Yes,4.62,93.1,1,31.7,No,Yes,5.9,1.91,1.73,1.64,Year 4,Business,Master,0
3804,3561,21.5,Male,25000.0,Yes,4.1,77.1,2,32.6,No,No,7.1,2.26,2.13,2.14,Year 4,Engineering,High School,0
3805,3952,19.2,Female,25000.0,Yes,5.43,84.0,1,34.8,No,No,7.1,1.39,1.73,1.72,Year 4,Engineering,High School,1
3806,50,17.1,Female,27754.0,Yes,4.84,93.6,3,30.8,No,No,1.8,2.8,3.38,3.38,Year 1,Engineering,High School,0
3807,5438,23.6,Female,29328.0,Yes,2.3,73.2,1,31.1,No,Yes,5.6,1.91,1.8,1.83,Year 3,Science,High School,1
3808,9898,20.4,Female,47551.0,Yes,6.5,90.3,3,19.6,No,No,5.5,1.58,2.28,2.24,Year 4,CS,Bachelor,0
3809,888,20.2,Male,46551.0,Yes,2.39,75.4,1,8.8,Yes,No,4.8,2.53,2.47,2.5,Year 2,Business,Master,0
3810,2617,19.4,Female,25000.0,No,0.94,90.3,0,56.7,No,No,6.8,1.17,0.7,0.72,Year 4,CS,Bachelor,1
3811,517,22.1,Male,25000.0,Yes,3.13,82.2,3,22.7,No,Yes,5.1,3.21,3.18,3.16,Year 4,Science,High School,0
3812,3169,20.8,Female,26768.0,Yes,2.65,86.3,2,10.6,No,No,7.0,1.03,0.92,0.93,Year 3,Business,Bachelor,1
3813,2950,17.4,Female,27246.0,Yes,2.36,86.2,2,41.4,Yes,No,6.6,1.52,0.96,0.99,Year 4,Science,PhD,0
3814,1425,18.7,Male,49861.0,Yes,3.05,92.1,2,26.6,No,Yes,4.8,2.44,2.22,2.26,Year 2,Business,Master,0
3815,140,18.3,Male,38073.0,Yes,6.05,75.1,1,23.3,No,No,7.3,1.17,0.89,1.01,Year 3,Business,High School,0
3816,1925,25.6,Female,26873.0,Yes,4.84,87.2,2,11.4,Yes,Yes,3.2,2.47,2.81,2.84,Year 2,Business,Master,0
3818,3198,17.0,Male,40278.0,Yes,4.56,85.9,1,29.8,Yes,Yes,6.5,2.04,2.28,2.34,Year 4,Engineering,Bachelor,1
3819,5132,22.9,Female,29718.0,Yes,6.73,81.2,3,29.9,Yes,No,6.9,1.21,0.94,0.94,Year 1,Arts,Master,1
3821,4560,22.4,Female,43825.0,Yes,4.41,78.6,3,5.8,Yes,No,3.0,2.71,3.04,3.04,Year 1,Science,Master,0
3822,4596,21.3,Male,31118.0,Yes,6.43,91.8,1,5.0,No,No,5.7,2.55,3.17,3.17,Year 2,Science,Bachelor,0
3823,7998,19.2,Female,27389.0,Yes,3.13,77.1,2,11.6,Yes,No,6.8,0.88,0.92,0.92,Year 2,Business,High School,0
3825,4691,20.8,Female,25000.0,Yes,3.31,88.9,1,19.9,No,No,5.4,3.31,2.93,2.93,Year 2,Engineering,High School,0
3826,8116,20.6,Female,25000.0,Yes,3.87,89.5,1,39.2,Yes,No,9.1,0.73,0.46,0.47,Year 4,CS,Bachelor,1
3827,7768,17.2,Female,27258.0,Yes,5.17,89.4,1,45.9,No,No,6.2,3.21,3.03,3.0,Year 3,Science,Bachelor,0
3828,4547,20.8,Female,25000.0,No,3.6,84.4,1,31.2,No,No,3.5,2.89,3.21,3.2,Year 3,Business,Bachelor,0
3829,7085,20.3,Male,41002.0,Yes,5.26,74.8,2,21.8,No,No,4.9,1.43,1.58,1.61,Year 3,Arts,Bachelor,1
3831,7543,22.7,Male,25000.0,No,4.62,95.7,0,46.5,No,Yes,6.3,2.3,2.06,2.18,Year 3,Business,Bachelor,0
3832,6594,19.6,Female,31029.0,Yes,2.69,82.4,2,26.5,Yes,Yes,4.5,3.27,3.47,3.4,Year 2,Engineering,Unknown,0
3833,4069,18.4,Male,51761.0,Yes,5.37,84.4,0,5.0,Yes,No,6.1,4.0,3.6,3.6,Year 1,Business,Master,0
3834,4409,22.2,Male,58101.0,No,6.42,75.9,1,18.3,Yes,No,1.4,3.48,3.64,3.68,Year 4,Business,Bachelor,0
3835,8645,21.6,Female,25000.0,Yes,3.85,83.9,3,18.1,Yes,No,6.3,1.69,1.46,1.49,Year 3,CS,Bachelor,0
3836,8589,19.5,Male,31166.0,Yes,4.52,86.9,0,43.0,Yes,No,6.2,4.0,4.0,4.0,Year 1,Engineering,High School,0
3837,7385,20.5,Female,25000.0,Yes,4.98,73.7,1,39.3,Yes,No,3.7,3.24,3.26,3.26,Year 1,Arts,Bachelor,0
3838,3223,24.0,Male,25000.0,Yes,6.44,80.8,0,34.5,No,No,1.8,3.11,2.87,2.88,Year 3,CS,Master,0
3839,8211,22.4,Female,43939.0,Yes,2.69,89.4,3,16.0,No,No,8.5,2.78,2.59,2.6,Year 3,CS,High School,0
3840,452,23.1,Male,48677.0,Yes,2.41,82.4,2,24.2,Yes,Yes,5.4,3.44,3.55,3.6,Year 4,Engineering,Master,0
3841,3732,19.2,Female,47074.0,Yes,3.38,79.1,3,38.6,No,No,5.6,1.75,1.75,1.84,Year 2,Science,Bachelor,0
3842,8954,19.8,Male,55214.0,Yes,4.87,82.1,3,35.3,No,No,8.8,1.77,1.42,1.31,Year 4,Business,Bachelor,0
3843,4987,20.5,Male,25000.0,Yes,4.64,78.2,1,41.5,Yes,No,5.0,1.8,1.82,1.82,Year 1,Business,Bachelor,0
3844,3664,21.7,Female,71435.0,Yes,3.46,92.2,0,42.0,No,Yes,8.8,1.21,0.98,0.95,Year 3,CS,High School,0
3845,2764,19.6,Female,25000.0,Yes,5.65,78.0,0,17.4,No,No,5.9,2.82,2.4,2.41,Year 2,Engineering,Master,0
3846,659,21.4,Male,47876.0,Yes,3.54,71.9,4,31.5,Yes,No,6.6,2.48,2.13,2.13,Year 1,Engineering,Master,0
3847,7679,19.5,Male,25000.0,Yes,3.81,95.2,0,38.0,No,No,6.3,2.98,3.32,3.31,Year 3,Science,Bachelor,0
3848,7677,20.5,Female,25000.0,Yes,5.77,70.6,2,42.2,No,Yes,4.5,2.67,2.85,2.85,Year 4,Arts,Master,0
3849,4621,20.0,Female,38305.0,Yes,5.19,73.2,1,24.8,No,No,2.5,4.0,4.0,3.97,Year 4,CS,Master,0
3851,390,19.7,Male,25000.0,Yes,3.8,80.1,2,19.8,No,No,6.4,1.16,0.92,0.83,Year 4,Business,Bachelor,0
3852,3408,21.3,Male,39866.0,Yes,3.62,65.4,5,30.4,Yes,Yes,4.1,3.29,3.45,3.45,Year 2,Business,Bachelor,1
3853,1477,20.7,Female,27853.0,Yes,2.23,92.0,0,51.2,No,Yes,5.0,2.81,2.61,2.61,Year 1,CS,Master,0
3854,2241,21.2,Male,47730.0,Yes,4.37,87.9,0,25.9,Yes,No,3.9,2.17,2.22,2.22,Year 1,Science,Bachelor,0
3855,2387,20.5,Male,26793.0,Yes,1.26,86.1,4,21.5,No,No,4.5,1.15,0.66,0.63,Year 4,Business,Bachelor,1
3857,993,20.5,Female,33761.0,No,6.12,86.8,2,46.8,No,Yes,4.9,1.03,1.0,0.94,Year 3,Engineering,High School,0
3858,4998,27.8,Male,25000.0,Yes,2.92,97.0,1,5.0,Yes,Yes,4.4,3.44,3.02,2.94,Year 2,CS,Master,0
3859,3923,20.2,Male,40607.0,Yes,4.05,75.8,3,22.0,No,Yes,7.0,1.55,1.77,1.75,Year 4,CS,Bachelor,1
3860,2973,18.0,Male,25000.0,Yes,5.29,63.3,0,38.1,No,No,3.3,4.0,4.0,3.97,Year 3,Science,PhD,0
